booking_state,sync_status,projection_lifecycle,participation_lifecycle,classification,owner,rationale,policy_ref
EXPIRED,FAILED,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
EXPIRED,FAILED,TOMBSTONED_HARD,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
EXPIRED,FAILED,TOMBSTONED_HARD,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
EXPIRED,FAILED,TOMBSTONED_HARD,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,PENDING,ACTIVE,NEEDS_ACTION,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,PENDING,ACTIVE,ACCEPTED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,PENDING,ACTIVE,TENTATIVE,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,PENDING,ACTIVE,DECLINED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,PENDING,TOMBSTONED_SOFT,NEEDS_ACTION,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PENDING,TOMBSTONED_SOFT,ACCEPTED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PENDING,TOMBSTONED_SOFT,TENTATIVE,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PENDING,TOMBSTONED_SOFT,DECLINED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PENDING,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PENDING,TOMBSTONED_HARD,ACCEPTED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PENDING,TOMBSTONED_HARD,TENTATIVE,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PENDING,TOMBSTONED_HARD,DECLINED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PROCESSING,ACTIVE,NEEDS_ACTION,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,PROCESSING,ACTIVE,ACCEPTED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,PROCESSING,ACTIVE,TENTATIVE,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,PROCESSING,ACTIVE,DECLINED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,PROCESSING,TOMBSTONED_SOFT,NEEDS_ACTION,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PROCESSING,TOMBSTONED_SOFT,ACCEPTED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PROCESSING,TOMBSTONED_SOFT,TENTATIVE,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PROCESSING,TOMBSTONED_SOFT,DECLINED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PROCESSING,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PROCESSING,TOMBSTONED_HARD,ACCEPTED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PROCESSING,TOMBSTONED_HARD,TENTATIVE,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,PROCESSING,TOMBSTONED_HARD,DECLINED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
COMPLETED,SYNCED,ACTIVE,NEEDS_ACTION,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,SYNCED,ACTIVE,ACCEPTED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,SYNCED,ACTIVE,TENTATIVE,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,SYNCED,ACTIVE,DECLINED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,SYNCED,TOMBSTONED_SOFT,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,SYNCED,TOMBSTONED_SOFT,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,SYNCED,TOMBSTONED_SOFT,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,SYNCED,TOMBSTONED_SOFT,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,SYNCED,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,SYNCED,TOMBSTONED_HARD,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,SYNCED,TOMBSTONED_HARD,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,SYNCED,TOMBSTONED_HARD,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,FAILED,ACTIVE,NEEDS_ACTION,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,FAILED,ACTIVE,ACCEPTED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,FAILED,ACTIVE,TENTATIVE,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,FAILED,ACTIVE,DECLINED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
COMPLETED,FAILED,TOMBSTONED_SOFT,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,FAILED,TOMBSTONED_SOFT,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,FAILED,TOMBSTONED_SOFT,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,FAILED,TOMBSTONED_SOFT,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,FAILED,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,FAILED,TOMBSTONED_HARD,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,FAILED,TOMBSTONED_HARD,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
COMPLETED,FAILED,TOMBSTONED_HARD,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,PENDING,ACTIVE,NEEDS_ACTION,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,PENDING,ACTIVE,ACCEPTED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,PENDING,ACTIVE,TENTATIVE,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,PENDING,ACTIVE,DECLINED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,PENDING,TOMBSTONED_SOFT,NEEDS_ACTION,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PENDING,TOMBSTONED_SOFT,ACCEPTED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PENDING,TOMBSTONED_SOFT,TENTATIVE,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PENDING,TOMBSTONED_SOFT,DECLINED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PENDING,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PENDING,TOMBSTONED_HARD,ACCEPTED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PENDING,TOMBSTONED_HARD,TENTATIVE,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PENDING,TOMBSTONED_HARD,DECLINED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PROCESSING,ACTIVE,NEEDS_ACTION,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,PROCESSING,ACTIVE,ACCEPTED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,PROCESSING,ACTIVE,TENTATIVE,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,PROCESSING,ACTIVE,DECLINED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,PROCESSING,TOMBSTONED_SOFT,NEEDS_ACTION,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PROCESSING,TOMBSTONED_SOFT,ACCEPTED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PROCESSING,TOMBSTONED_SOFT,TENTATIVE,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PROCESSING,TOMBSTONED_SOFT,DECLINED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PROCESSING,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PROCESSING,TOMBSTONED_HARD,ACCEPTED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PROCESSING,TOMBSTONED_HARD,TENTATIVE,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,PROCESSING,TOMBSTONED_HARD,DECLINED,LEGAL_TRANSIENT,sync-orchestrator,sync_pipeline_in_progress,operational
REJECTED,SYNCED,ACTIVE,NEEDS_ACTION,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,SYNCED,ACTIVE,ACCEPTED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,SYNCED,ACTIVE,TENTATIVE,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,SYNCED,ACTIVE,DECLINED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,SYNCED,TOMBSTONED_SOFT,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,SYNCED,TOMBSTONED_SOFT,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,SYNCED,TOMBSTONED_SOFT,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,SYNCED,TOMBSTONED_SOFT,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,SYNCED,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,SYNCED,TOMBSTONED_HARD,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,SYNCED,TOMBSTONED_HARD,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,SYNCED,TOMBSTONED_HARD,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,FAILED,ACTIVE,NEEDS_ACTION,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,FAILED,ACTIVE,ACCEPTED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,FAILED,ACTIVE,TENTATIVE,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,FAILED,ACTIVE,DECLINED,REPAIR_REQUIRED,reconcile-engine,terminal_booking_cannot_remain_externally_active,structural
REJECTED,FAILED,TOMBSTONED_SOFT,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,FAILED,TOMBSTONED_SOFT,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,FAILED,TOMBSTONED_SOFT,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,FAILED,TOMBSTONED_SOFT,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,FAILED,TOMBSTONED_HARD,NEEDS_ACTION,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,FAILED,TOMBSTONED_HARD,ACCEPTED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,FAILED,TOMBSTONED_HARD,TENTATIVE,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
REJECTED,FAILED,TOMBSTONED_HARD,DECLINED,LEGAL_STEADY,reconcile-engine,terminal_booking_with_tombstoned_projection_converged,structural
